service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"Special#42","0","0","0","0","0","0","0","20251220","20260228"
"Special#43","0","0","0","0","0","0","0","20250907","20251212"
"Special#44","0","0","0","0","0","0","0","20251214","20260227"
"Special#45","0","0","0","0","0","0","0","20251108","20260228"
"Special#46","0","0","0","0","0","0","0","20250907","20251102"
"Special#47","0","0","0","0","0","0","0","20250913","20251025"
"Special#48","0","0","0","0","0","0","0","20250912","20251213"
"Special#49","0","0","0","0","0","0","0","20251219","20260228"
"Special#50","0","0","0","0","0","0","0","20251122","20251130"
"Special#51","0","0","0","0","0","0","0","20251118","20251205"
"Special#52","0","0","0","0","0","0","0","20251122","20251123"
"Special#53","0","0","0","0","0","0","0","20251129","20251130"
"Special#54","0","0","0","0","0","0","0","20251121","20251123"
"Special#55","0","0","0","0","0","0","0","20251124","20251205"
"Special#56","0","0","0","0","0","0","0","20251117","20251130"
"Special#57","0","0","0","0","0","0","0","20251130","20251130"
"Special#58","0","0","0","0","0","0","0","20251123","20251123"
"Special#59","0","0","0","0","0","0","0","20251122","20251130"
"Special#60","0","0","0","0","0","0","0","20251121","20251205"
"Special#61","0","0","0","0","0","0","0","20251124","20251205"
"Special#62","0","0","0","0","0","0","0","20251129","20251129"
"Special#63","0","0","0","0","0","0","0","20251117","20251205"
"Special#64","0","0","0","0","0","0","0","20251121","20251205"
"Special#65","0","0","0","0","0","0","0","20250907","20250907"
"Special#66","0","0","0","0","0","0","0","20250907","20250908"
"Special#67","0","0","0","0","0","0","0","20250908","20250908"
"Special#68","0","0","0","0","0","0","0","20250915","20251211"
"Special#69","0","0","0","0","0","0","0","20250909","20260227"
"Special#70","0","0","0","0","0","0","0","20260102","20260227"
"Special#71","0","0","0","0","0","0","0","20250909","20251230"
"Special#72","0","0","0","0","0","0","0","20250910","20251231"
"Special#73","0","0","0","0","0","0","0","20250913","20251227"
"Special#74","0","0","0","0","0","0","0","20260107","20260225"
"Special#75","0","0","0","0","0","0","0","20260103","20260228"
"Special#76","0","0","0","0","0","0","0","20260103","20260228"
"Special#77","0","0","0","0","0","0","0","20250908","20260227"
"Special#78","0","0","0","0","0","0","0","20250913","20260228"
"Special#79","0","0","0","0","0","0","0","20260101","20260227"
"Special#80","0","0","0","0","0","0","0","20250908","20260228"
"Special#81","0","0","0","0","0","0","0","20250908","20251231"
"Special#82","0","0","0","0","0","0","0","20250913","20251227"
"Special#83","0","0","0","0","0","0","0","20250909","20260226"
"Special#84","0","0","0","0","0","0","0","20251027","20251107"
"Special#85","0","0","0","0","0","0","0","20251025","20251107"
"Special#86","0","0","0","0","0","0","0","20251025","20251102"
"Special#87","0","0","0","0","0","0","0","20251107","20251107"
"Special#88","0","0","0","0","0","0","0","20251027","20251031"
"Special#89","0","0","0","0","0","0","0","20250908","20250926"
"Special#90","0","0","0","0","0","0","0","20250907","20250926"
"Special#91","0","0","0","0","0","0","0","20250907","20250926"
"Special#92","0","0","0","0","0","0","0","20251017","20251017"
"Special#93","0","0","0","0","0","0","0","20250912","20250926"
"Special#94","0","0","0","0","0","0","0","20251020","20251121"
"Special#95","0","0","0","0","0","0","0","20250923","20250924"
"Special#96","0","0","0","0","0","0","0","20250929","20251017"
"Special#97","0","0","0","0","0","0","0","20250927","20251017"
"Special#98","0","0","0","0","0","0","0","20250927","20251016"
"Special#99","0","0","0","0","0","0","0","20250927","20251011"
"Special#100","0","0","0","0","0","0","0","20251020","20251121"
"Special#101","0","0","0","0","0","0","0","20251018","20251123"
"Special#102","0","0","0","0","0","0","0","20251017","20251123"
"Special#103","0","0","0","0","0","0","0","20251021","20251121"
"Special#104","0","0","0","0","0","0","0","20251020","20251020"
"Special#105","0","0","0","0","0","0","0","20251021","20251121"
"Special#106","0","0","0","0","0","0","0","20251103","20251121"
"Special#107","0","0","0","0","0","0","0","20250907","20251017"
"Special#108","0","0","0","0","0","0","0","20250908","20251017"
"Special#109","0","0","0","0","0","0","0","20250908","20251017"
"Special#110","0","0","0","0","0","0","0","20250907","20251017"
"Special#111","0","0","0","0","0","0","0","20250907","20251017"
"Special#112","0","0","0","0","0","0","0","20250907","20251016"
"Special#113","0","0","0","0","0","0","0","20250907","20251012"
"Special#114","0","0","0","0","0","0","0","20250907","20251012"
"Special#115","0","0","0","0","0","0","0","20250915","20250917"
"Special#116","0","0","0","0","0","0","0","20251018","20251123"
"Special#117","0","0","0","0","0","0","0","20250908","20251017"
"Special#118","0","0","0","0","0","0","0","20250907","20251012"
"Special#119","0","0","0","0","0","0","0","20250908","20251017"
"Special#120","0","0","0","0","0","0","0","20250929","20251016"
"Special#121","0","0","0","0","0","0","0","20250907","20250921"
"Special#122","0","0","0","0","0","0","0","20250927","20251011"
"Special#123","0","0","0","0","0","0","0","20250907","20251012"
"Special#124","0","0","0","0","0","0","0","20251018","20251122"
"Special#125","0","0","0","0","0","0","0","20251019","20251123"
"Special#126","0","0","0","0","0","0","0","20250907","20251102"
"Special#127","0","0","0","0","0","0","0","20250907","20251207"
"Special#128","0","0","0","0","0","0","0","20251109","20251207"
"Special#129","0","0","0","0","0","0","0","20250914","20251012"
"Special#130","0","0","0","0","0","0","0","20250926","20251017"
"Special#131","0","0","0","0","0","0","0","20251024","20251212"
"Special#132","0","0","0","0","0","0","0","20251018","20251213"
"Special#133","0","0","0","0","0","0","0","20250907","20251213"
"Special#134","0","0","0","0","0","0","0","20250907","20251213"
"Special#135","0","0","0","0","0","0","0","20251018","20251213"
"Special#136","0","0","0","0","0","0","0","20251108","20251213"
"Special#137","0","0","0","0","0","0","0","20251103","20251212"
"Special#138","0","0","0","0","0","0","0","20251018","20251025"
"Special#139","0","0","0","0","0","0","0","20251020","20251031"
"Special#140","0","0","0","0","0","0","0","20251020","20251212"
"Special#141","0","0","0","0","0","0","0","20250908","20251031"
"Special#142","0","0","0","0","0","0","0","20250912","20251213"
"Special#143","0","0","0","0","0","0","0","20250913","20251011"
"Special#144","0","0","0","0","0","0","0","20250908","20251017"
"Special#145","0","0","0","0","0","0","0","20250913","20251012"
"Special#146","0","0","0","0","0","0","0","20251220","20260228"
"Special#147","0","0","0","0","0","0","0","20251214","20260228"
"Special#148","0","0","0","0","0","0","0","20251214","20260228"
"Special#149","0","0","0","0","0","0","0","20251215","20260228"
"Special#150","0","0","0","0","0","0","0","20251214","20260228"
"Special#151","0","0","0","0","0","0","0","20251219","20260228"
"Special#152","0","0","0","0","0","0","0","20251108","20251213"
"Special#153","0","0","0","0","0","0","0","20250910","20251015"
"Special#154","0","0","0","0","0","0","0","20250908","20251017"
"Special#155","0","0","0","0","0","0","0","20251022","20251029"
"Special#156","0","0","0","0","0","0","0","20251020","20251212"
"Special#157","0","0","0","0","0","0","0","20250912","20251212"
"Special#158","0","0","0","0","0","0","0","20251219","20260227"
"Special#159","0","0","0","0","0","0","0","20250908","20250919"
"Special#160","0","0","0","0","0","0","0","20250908","20251213"
"Special#161","0","0","0","0","0","0","0","20250907","20251213"
"Special#162","0","0","0","0","0","0","0","20250910","20250917"
"Special#163","0","0","0","0","0","0","0","20250922","20251212"
"Special#164","0","0","0","0","0","0","0","20250908","20251213"
"Special#165","0","0","0","0","0","0","0","20250913","20251213"
"Special#166","0","0","0","0","0","0","0","20250908","20251213"
"Special#167","0","0","0","0","0","0","0","20250908","20250919"
"Special#168","0","0","0","0","0","0","0","20250922","20251212"
"Special#169","0","0","0","0","0","0","0","20250922","20251031"
"Special#170","0","0","0","0","0","0","0","20250922","20251031"
"Special#171","0","0","0","0","0","0","0","20250924","20251029"
"Special#172","0","0","0","0","0","0","0","20251220","20260228"
"Special#173","0","0","0","0","0","0","0","20250907","20251207"
"Special#174","0","0","0","0","0","0","0","20250907","20260228"
"Special#175","0","0","0","0","0","0","0","20250907","20260228"
"Special#176","0","0","0","0","0","0","0","20250907","20260228"
"Special#177","0","0","0","0","0","0","0","20250907","20260228"
"Special#178","0","0","0","0","0","0","0","20250907","20260228"
"Special#179","0","0","0","0","0","0","0","20251214","20260228"
"Special#180","0","0","0","0","0","0","0","20250908","20260228"
"Special#181","0","0","0","0","0","0","0","20250912","20260227"
"Special#182","0","0","0","0","0","0","0","20250907","20260226"
"Special#183","0","0","0","0","0","0","0","20250913","20260228"
"Special#184","0","0","0","0","0","0","0","20250908","20260228"
"Special#185","0","0","0","0","0","0","0","20250908","20260228"
"Special#186","0","0","0","0","0","0","0","20250915","20250919"
"Special#187","0","0","0","0","0","0","0","20250922","20251212"
"Special#188","0","0","0","0","0","0","0","20250915","20260227"
"Special#189","0","0","0","0","0","0","0","20251222","20260220"
"Special#190","0","0","0","0","0","0","0","20250908","20251031"
"Special#191","0","0","0","0","0","0","0","20260102","20260227"
"Special#192","0","0","0","0","0","0","0","20260102","20260228"
"Special#193","0","0","0","0","0","0","0","20250907","20260222"
"Special#194","0","0","0","0","0","0","0","20250908","20260227"
"Special#195","0","0","0","0","0","0","0","20250915","20260226"
"Special#196","0","0","0","0","0","0","0","20250915","20251209"
"Special#197","0","0","0","0","0","0","0","20250917","20251210"
"Special#198","0","0","0","0","0","0","0","20250915","20251212"
"Special#199","0","0","0","0","0","0","0","20250916","20251210"
"Special#200","0","0","0","0","0","0","0","20250917","20260225"
"Special#201","0","0","0","0","0","0","0","20250907","20251213"
"Special#202","0","0","0","0","0","0","0","20250915","20251211"
"Special#203","0","0","0","0","0","0","0","20250915","20260227"
"Special#204","0","0","0","0","0","0","0","20250915","20251211"
"Special#205","0","0","0","0","0","0","0","20251215","20260226"
"Special#206","0","0","0","0","0","0","0","20251215","20260226"
"Special#207","0","0","0","0","0","0","0","20250915","20260227"
"Special#208","0","0","0","0","0","0","0","20250916","20251211"
"Special#209","0","0","0","0","0","0","0","20250908","20260227"
"Special#210","0","0","0","0","0","0","0","20250908","20260228"
"Special#211","0","0","0","0","0","0","0","20250908","20251213"
"Special#212","0","0","0","0","0","0","0","20250918","20251211"
"Special#213","0","0","0","0","0","0","0","20250919","20251212"
"Special#214","0","0","0","0","0","0","0","20250915","20251210"
"Special#215","0","0","0","0","0","0","0","20251217","20260227"
"Special#216","0","0","0","0","0","0","0","20250917","20251212"
"Special#217","0","0","0","0","0","0","0","20250908","20260219"
"Special#218","0","0","0","0","0","0","0","20250917","20260227"
"Special#219","0","0","0","0","0","0","0","20250915","20251219"
"Special#220","0","0","0","0","0","0","0","20250913","20251231"
"Special#221","0","0","0","0","0","0","0","20250907","20251231"
"Special#222","0","0","0","0","0","0","0","20250913","20251231"
"Special#223","0","0","0","0","0","0","0","20250908","20251230"
"Special#224","0","0","0","0","0","0","0","20250908","20251230"
"Special#225","0","0","0","0","0","0","0","20250907","20251228"
"Special#226","0","0","0","0","0","0","0","20250912","20251219"
"Special#227","0","0","0","0","0","0","0","20260107","20260227"
"Special#228","0","0","0","0","0","0","0","20260102","20260220"
"Special#229","0","0","0","0","0","0","0","20260101","20260228"
"Special#230","0","0","0","0","0","0","0","20260101","20260222"
"Special#231","0","0","0","0","0","0","0","20260101","20260228"
"Special#232","0","0","0","0","0","0","0","20250907","20251230"
"Special#233","0","0","0","0","0","0","0","20250908","20251231"
"Special#234","0","0","0","0","0","0","0","20250908","20251230"
"Special#235","0","0","0","0","0","0","0","20250908","20251230"
"Special#236","0","0","0","0","0","0","0","20251201","20251219"
"Special#237","0","0","0","0","0","0","0","20250907","20251231"
"Special#238","0","0","0","0","0","0","0","20250915","20251128"
"Special#239","0","0","0","0","0","0","0","20250915","20251128"
"Special#240","0","0","0","0","0","0","0","20250910","20251002"
"Special#241","0","0","0","0","0","0","0","20250915","20251002"
"Special#242","0","0","0","0","0","0","0","20250913","20250927"
"Special#243","0","0","0","0","0","0","0","20250913","20250928"
"Special#244","0","0","0","0","0","0","0","20250914","20250928"
"Special#245","0","0","0","0","0","0","0","20250908","20250909"
"Special#246","0","0","0","0","0","0","0","20251006","20251212"
"Special#247","0","0","0","0","0","0","0","20251006","20251212"
"Special#248","0","0","0","0","0","0","0","20251004","20251213"
"Special#249","0","0","0","0","0","0","0","20251003","20251213"
"Special#250","0","0","0","0","0","0","0","20251003","20251207"
"Special#251","0","0","0","0","0","0","0","20251215","20251230"
"Special#252","0","0","0","0","0","0","0","20251215","20251219"
"Special#253","0","0","0","0","0","0","0","20251220","20251231"
"Special#254","0","0","0","0","0","0","0","20251220","20251231"
"Special#255","0","0","0","0","0","0","0","20251214","20251231"
"Special#256","0","0","0","0","0","0","0","20251214","20251231"
"Special#257","0","0","0","0","0","0","0","20251214","20251228"
"Special#258","0","0","0","0","0","0","0","20260101","20260227"
"Special#259","0","0","0","0","0","0","0","20250915","20251218"
"Special#260","0","0","0","0","0","0","0","20250907","20251231"
"Special#261","0","0","0","0","0","0","0","20251224","20251224"
"Special#262","0","0","0","0","0","0","0","20260108","20260226"
"Special#263","0","0","0","0","0","0","0","20250908","20251002"
"Special#264","0","0","0","0","0","0","0","20251222","20251230"
"Special#265","0","0","0","0","0","0","0","20250908","20260228"
"Special#266","0","0","0","0","0","0","0","20250917","20260227"
"Special#267","0","0","0","0","0","0","0","20250908","20260227"
"Special#268","0","0","0","0","0","0","0","20250907","20260222"
"Special#269","0","0","0","0","0","0","0","20250915","20260227"
"Special#270","0","0","0","0","0","0","0","20251217","20260227"
"Special#271","0","0","0","0","0","0","0","20250908","20260227"
"Special#272","0","0","0","0","0","0","0","20250913","20260228"
"Special#273","0","0","0","0","0","0","0","20250907","20260222"
"Special#274","0","0","0","0","0","0","0","20250908","20260228"
"Special#275","0","0","0","0","0","0","0","20250907","20260228"
"Special#276","0","0","0","0","0","0","0","20250907","20260228"
"Special#277","0","0","0","0","0","0","0","20250907","20260228"
"Special#278","0","0","0","0","0","0","0","20250915","20251031"
"Special#279","0","0","0","0","0","0","0","20250920","20251025"
"Special#280","0","0","0","0","0","0","0","20250921","20251102"
"Special#281","0","0","0","0","0","0","0","20250915","20251031"
"Special#282","0","0","0","0","0","0","0","20250915","20251102"
"Special#283","0","0","0","0","0","0","0","20251103","20251213"
"Special#284","0","0","0","0","0","0","0","20251103","20251213"
"Special#285","0","0","0","0","0","0","0","20250915","20251212"
"Special#286","0","0","0","0","0","0","0","20250915","20251213"
"Special#287","0","0","0","0","0","0","0","20250915","20251213"
"Special#288","0","0","0","0","0","0","0","20250920","20251018"
"Special#289","0","0","0","0","0","0","0","20250915","20251024"
"Special#290","0","0","0","0","0","0","0","20250915","20251024"
"Special#291","0","0","0","0","0","0","0","20250921","20251019"
"Special#292","0","0","0","0","0","0","0","20250913","20250913"
"Special#293","0","0","0","0","0","0","0","20250908","20250913"
"Special#294","0","0","0","0","0","0","0","20250907","20250914"
"Special#295","0","0","0","0","0","0","0","20251027","20260220"
"Special#296","0","0","0","0","0","0","0","20251025","20260228"
"Special#297","0","0","0","0","0","0","0","20251027","20260227"
"Special#298","0","0","0","0","0","0","0","20251025","20260228"
"Special#299","0","0","0","0","0","0","0","20251103","20260227"
"Special#300","0","0","0","0","0","0","0","20251025","20260228"
"Special#301","0","0","0","0","0","0","0","20251025","20260228"
"Special#302","0","0","0","0","0","0","0","20251026","20260222"
"Special#303","0","0","0","0","0","0","0","20250920","20251019"
"Special#304","0","0","0","0","0","0","0","20250919","20251024"
"Special#305","0","0","0","0","0","0","0","20250907","20250914"
"Special#306","0","0","0","0","0","0","0","20250912","20250912"
"Special#307","0","0","0","0","0","0","0","20251025","20260228"
"Special#308","0","0","0","0","0","0","0","20251025","20260228"
"Special#309","0","0","0","0","0","0","0","20251025","20260228"
"Special#310","0","0","0","0","0","0","0","20251031","20260227"
"Special#311","0","0","0","0","0","0","0","20251025","20251115"
"Special#312","0","0","0","0","0","0","0","20251122","20251213"
"Special#313","0","0","0","0","0","0","0","20250908","20251024"
"Special#314","0","0","0","0","0","0","0","20250908","20251024"
"Special#315","0","0","0","0","0","0","0","20250907","20251024"
"Special#316","0","0","0","0","0","0","0","20250907","20251019"
"Special#317","0","0","0","0","0","0","0","20250912","20251024"
"Special#318","0","0","0","0","0","0","0","20250908","20260227"
"Special#319","0","0","0","0","0","0","0","20251027","20260227"
"Special#320","0","0","0","0","0","0","0","20251103","20260227"
"Special#321","0","0","0","0","0","0","0","20251025","20260228"
"Special#322","0","0","0","0","0","0","0","20251025","20260228"
"Special#323","0","0","0","0","0","0","0","20251025","20260228"
"Special#324","0","0","0","0","0","0","0","20251025","20260228"
"Special#325","0","0","0","0","0","0","0","20251025","20260228"
"Special#326","0","0","0","0","0","0","0","20251025","20260228"
"Special#327","0","0","0","0","0","0","0","20251117","20251212"
"Special#328","0","0","0","0","0","0","0","20251117","20251213"
"Special#329","0","0","0","0","0","0","0","20251117","20251213"
"Special#330","0","0","0","0","0","0","0","20251122","20251213"
"Special#331","0","0","0","0","0","0","0","20251121","20251213"
"Special#332","0","0","0","0","0","0","0","20250913","20251018"
"Special#333","0","0","0","0","0","0","0","20250907","20251019"
"Special#334","0","0","0","0","0","0","0","20250912","20251024"
"Special#335","0","0","0","0","0","0","0","20251025","20260228"
"Special#336","0","0","0","0","0","0","0","20251025","20260228"
"Special#337","0","0","0","0","0","0","0","20251025","20260228"
"Special#338","0","0","0","0","0","0","0","20251025","20260228"
"Special#339","0","0","0","0","0","0","0","20251025","20260228"
"Special#340","0","0","0","0","0","0","0","20251031","20260227"
"Special#341","0","0","0","0","0","0","0","20251121","20251212"
"Special#342","0","0","0","0","0","0","0","20250915","20260224"
"Special#343","0","0","0","0","0","0","0","20250922","20260227"
"Special#344","0","0","0","0","0","0","0","20250922","20251114"
"Special#345","0","0","0","0","0","0","0","20250920","20251213"
"Special#346","0","0","0","0","0","0","0","20250915","20251114"
"Special#347","0","0","0","0","0","0","0","20250915","20260227"
"Special#348","0","0","0","0","0","0","0","20250908","20250930"
"Special#349","0","0","0","0","0","0","0","20250907","20250928"
"Special#350","0","0","0","0","0","0","0","20250907","20250928"
"Special#351","0","0","0","0","0","0","0","20250915","20260223"
"Special#352","0","0","0","0","0","0","0","20251001","20260227"
"Special#353","0","0","0","0","0","0","0","20251001","20251212"
"Special#354","0","0","0","0","0","0","0","20250915","20250930"
"Special#355","0","0","0","0","0","0","0","20251001","20251212"
"Special#356","0","0","0","0","0","0","0","20250912","20250926"
"Special#357","0","0","0","0","0","0","0","20251010","20260227"
"Special#358","0","0","0","0","0","0","0","20250907","20251019"
"Special#359","0","0","0","0","0","0","0","20251027","20260220"
"Special#360","0","0","0","0","0","0","0","20251027","20251230"
"Special#361","0","0","0","0","0","0","0","20250912","20250919"
"Special#362","0","0","0","0","0","0","0","20250908","20260227"
"Special#363","0","0","0","0","0","0","0","20251027","20260220"
"Special#364","0","0","0","0","0","0","0","20250916","20260226"
"Special#365","0","0","0","0","0","0","0","20251215","20260227"
"Special#366","0","0","0","0","0","0","0","20251215","20260227"
"Special#367","0","0","0","0","0","0","0","20251222","20260227"
"Special#368","0","0","0","0","0","0","0","20250915","20260225"
"Special#369","0","0","0","0","0","0","0","20250915","20251212"
"Special#370","0","0","0","0","0","0","0","20251215","20251231"
"Special#371","0","0","0","0","0","0","0","20251215","20251231"
"Special#372","0","0","0","0","0","0","0","20250917","20251219"
"Special#373","0","0","0","0","0","0","0","20250908","20251230"
"Special#374","0","0","0","0","0","0","0","20250907","20251230"
"Special#375","0","0","0","0","0","0","0","20250912","20251227"
"Special#376","0","0","0","0","0","0","0","20260107","20260227"
"Special#377","0","0","0","0","0","0","0","20260109","20260227"
"Special#378","0","0","0","0","0","0","0","20250908","20251230"
"Special#379","0","0","0","0","0","0","0","20250908","20251230"
"Special#380","0","0","0","0","0","0","0","20250919","20251219"
"Special#381","0","0","0","0","0","0","0","20260107","20260226"
"Special#382","0","0","0","0","0","0","0","20250915","20251218"
"Special#383","0","0","0","0","0","0","0","20260102","20260220"
"Special#384","0","0","0","0","0","0","0","20260102","20260227"
"Special#385","0","0","0","0","0","0","0","20250907","20251228"
"Special#386","0","0","0","0","0","0","0","20250908","20251231"
"Special#387","0","0","0","0","0","0","0","20250915","20251219"
"Special#388","0","0","0","0","0","0","0","20250916","20251218"
"Special#389","0","0","0","0","0","0","0","20250916","20251217"
"Special#390","0","0","0","0","0","0","0","20260107","20260226"
"Special#391","0","0","0","0","0","0","0","20250920","20260228"
"Special#392","0","0","0","0","0","0","0","20250921","20260222"
"Special#393","0","0","0","0","0","0","0","20250920","20260228"
"Special#394","0","0","0","0","0","0","0","20250920","20260228"
"Special#395","0","0","0","0","0","0","0","20250920","20260228"
"Special#396","0","0","0","0","0","0","0","20250920","20251213"
"Special#397","0","0","0","0","0","0","0","20250921","20251207"
"Special#398","0","0","0","0","0","0","0","20250908","20260227"
"Special#399","0","0","0","0","0","0","0","20250915","20251002"
"Special#400","0","0","0","0","0","0","0","20251006","20260226"
"Special#401","0","0","0","0","0","0","0","20251006","20251024"
"Special#402","0","0","0","0","0","0","0","20251027","20251230"
"Special#403","0","0","0","0","0","0","0","20251103","20251219"
"Special#404","0","0","0","0","0","0","0","20251006","20260227"
"Special#405","0","0","0","0","0","0","0","20250914","20260222"
"Special#406","0","0","0","0","0","0","0","20251020","20260227"
"Special#407","0","0","0","0","0","0","0","20250915","20251017"
"Special#408","0","0","0","0","0","0","0","20251020","20260227"
"Special#409","0","0","0","0","0","0","0","20251020","20251219"
"Special#410","0","0","0","0","0","0","0","20250908","20260220"
"Special#411","0","0","0","0","0","0","0","20250908","20260227"
"Special#412","0","0","0","0","0","0","0","20250908","20260220"
"Special#413","0","0","0","0","0","0","0","20250915","20260227"
"Special#414","0","0","0","0","0","0","0","20250909","20251212"
"Special#415","0","0","0","0","0","0","0","20250914","20251207"
"Special#416","0","0","0","0","0","0","0","20250909","20251213"
"Special#417","0","0","0","0","0","0","0","20251215","20260228"
"Special#418","0","0","0","0","0","0","0","20250909","20251213"
"Special#419","0","0","0","0","0","0","0","20251219","20260227"
"Special#420","0","0","0","0","0","0","0","20250915","20260227"
"Special#421","0","0","0","0","0","0","0","20250920","20260220"
"Special#422","0","0","0","0","0","0","0","20250912","20250913"
"Special#423","0","0","0","0","0","0","0","20250921","20260228"
"Special#424","0","0","0","0","0","0","0","20250915","20260228"
"Special#425","0","0","0","0","0","0","0","20250919","20260227"
"Special#426","0","0","0","0","0","0","0","20250915","20251212"
"Special#427","0","0","0","0","0","0","0","20250915","20251212"
"Special#428","0","0","0","0","0","0","0","20251215","20260227"
"Special#429","0","0","0","0","0","0","0","20251217","20260225"
"Special#430","0","0","0","0","0","0","0","20251215","20260227"
"Special#431","0","0","0","0","0","0","0","20251215","20260131"
"Special#432","0","0","0","0","0","0","0","20251215","20260131"
"Special#433","0","0","0","0","0","0","0","20251215","20260130"
"Special#434","0","0","0","0","0","0","0","20251215","20260226"
"Special#435","0","0","0","0","0","0","0","20250909","20260227"
"Special#436","0","0","0","0","0","0","0","20250909","20251230"
"Special#437","0","0","0","0","0","0","0","20250908","20260227"
"Special#438","0","0","0","0","0","0","0","20250912","20260227"
"Special#439","0","0","0","0","0","0","0","20250908","20260226"
"Special#440","0","0","0","0","0","0","0","20250908","20251211"
"Special#441","0","0","0","0","0","0","0","20251219","20260227"
"Special#442","0","0","0","0","0","0","0","20251215","20260227"
"Special#443","0","0","0","0","0","0","0","20251215","20260226"
"Special#444","0","0","0","0","0","0","0","20250914","20251228"
"Special#445","0","0","0","0","0","0","0","20250912","20250920"
"Special#446","0","0","0","0","0","0","0","20260102","20260227"
"Special#447","0","0","0","0","0","0","0","20250915","20260227"
"Special#448","0","0","0","0","0","0","0","20251021","20260227"
"Special#449","0","0","0","0","0","0","0","20251021","20260228"
"Special#450","0","0","0","0","0","0","0","20251021","20260228"
"Special#451","0","0","0","0","0","0","0","20251021","20260227"
"Special#452","0","0","0","0","0","0","0","20251021","20260226"
"Special#453","0","0","0","0","0","0","0","20251012","20260222"
"Special#454","0","0","0","0","0","0","0","20251024","20260227"
"Special#455","0","0","0","0","0","0","0","20250908","20251020"
"Special#456","0","0","0","0","0","0","0","20250908","20251020"
"Special#457","0","0","0","0","0","0","0","20250913","20251020"
"Special#458","0","0","0","0","0","0","0","20250915","20251020"
"Special#459","0","0","0","0","0","0","0","20250915","20251020"
"Special#460","0","0","0","0","0","0","0","20250907","20251019"
"Special#461","0","0","0","0","0","0","0","20250919","20251017"
"Special#462","0","0","0","0","0","0","0","20251012","20251012"
"Special#463","0","0","0","0","0","0","0","20251027","20260105"
"Special#464","0","0","0","0","0","0","0","20251222","20260105"
"Special#465","0","0","0","0","0","0","0","20250915","20260226"
"Special#466","0","0","0","0","0","0","0","20250919","20260227"
"Special#467","0","0","0","0","0","0","0","20250916","20260226"
"Special#468","0","0","0","0","0","0","0","20250916","20260224"
"Special#469","0","0","0","0","0","0","0","20250916","20260227"
"Special#470","0","0","0","0","0","0","0","20250915","20260226"
"Special#471","0","0","0","0","0","0","0","20250915","20260226"
"Special#472","0","0","0","0","0","0","0","20250917","20260227"
"Special#473","0","0","0","0","0","0","0","20251006","20260227"
"Special#474","0","0","0","0","0","0","0","20250915","20260227"
"Special#475","0","0","0","0","0","0","0","20250907","20251026"
"Special#476","0","0","0","0","0","0","0","20250918","20260226"
"Special#477","0","0","0","0","0","0","0","20250915","20260227"
"Special#478","0","0","0","0","0","0","0","20250915","20260227"
"Special#479","0","0","0","0","0","0","0","20250916","20260227"
"Special#480","0","0","0","0","0","0","0","20250915","20260227"
